,title,release_date,revenue,runtime,budget,original_language,genres,imdb_rating,imdb_votes
131473,Wild,2014-12-05,52501541.0,115.0,15000000.0,en,Drama,7.1,140892.0
131633,Justin Bieber's Believe,2013-12-19,32200000.0,92.0,5000000.0,en,"Documentary, Music",1.6,17930.0
131634,Magic in the Moonlight,2014-07-25,51029361.0,98.0,16800000.0,en,"Comedy, Drama, Romance",6.5,71485.0
132039,Big Game,2015-03-19,7500000.0,90.0,8500000.0,en,"Action, Adventure, Thriller",5.4,36046.0
132075,Miss Julie,2014-09-07,5000000.0,130.0,5500000.0,en,"Drama, Romance",5.5,6272.0
132188,Moshi Monsters: The Movie,2013-12-20,2900000.0,81.0,1849089.0,en,"Adventure, Animation, Family, Comedy, Fantasy",3.2,681.0
132676,Wish I Was Here,2014-07-18,5483299.0,107.0,5500000.0,en,"Drama, Comedy",6.6,39240.0
133006,Gimme Shelter,2013-10-17,1359910.0,101.0,7500000.0,en,Drama,6.4,9513.0
133179,A Walk in the Woods,2015-09-02,37461274.0,104.0,8000000.0,en,"Adventure, Comedy, Drama",6.4,30429.0
133256,Blended,2014-05-21,128000000.0,117.0,40000000.0,en,"Comedy, Romance",6.5,147687.0
133262,When the Game Stands Tall,2014-08-22,30127963.0,115.0,15000000.0,en,Drama,6.6,17094.0
134101,Ratchet & Clank,2016-04-13,8800000.0,94.0,20000000.0,en,"Action, Adventure, Animation, Family",5.5,11940.0
134208,Demonic,2015-02-12,3387000.0,84.0,3000000.0,en,"Thriller, Horror",5.3,16723.0
134913,Son of God,2014-02-28,67800064.0,138.0,22000000.0,en,Drama,5.7,19769.0
135179,Going Under,2004-10-21,3917.0,98.0,50000.0,en,Drama,4.7,410.0
135942,Heaven Is for Real,2014-04-16,101300000.0,99.0,12000000.0,en,Drama,5.8,28922.0
136961,Earth to Echo,2014-06-14,45300000.0,89.0,13000000.0,en,"Family, Adventure, Science Fiction",5.7,19914.0
136968,Self/less,2015-07-10,31807156.0,117.0,26000000.0,en,"Science Fiction, Mystery, Thriller, Action",6.5,104830.0
136979,The Purge: Anarchy,2014-07-17,111928365.0,104.0,9000000.0,en,"Horror, Thriller",6.4,164736.0
137028,Spy,2015-05-06,235666219.0,120.0,65000000.0,en,"Action, Comedy, Crime",7.0,261708.0
137198,House of Good and Evil,2013-04-26,560000.0,108.0,150000.0,en,"Horror, Thriller",5.1,4777.0
137475,The Single Moms Club,2014-03-14,16365451.0,111.0,8000000.0,en,"Drama, Comedy",5.5,7133.0
137476,St. Vincent,2014-10-09,54837234.0,102.0,13000000.0,en,Comedy,7.2,109424.0
137477,Get on Up,2014-08-01,33448971.0,139.0,30000000.0,en,"Drama, Music",6.9,26372.0
137481,The Best of Me,2014-10-15,35926213.0,117.0,26000000.0,en,"Drama, Romance",6.7,78364.0
137482,Unfinished Business,2015-03-05,14431253.0,91.0,35000000.0,en,Comedy,5.4,35393.0
137536,This Is Where I Leave You,2014-09-10,41300000.0,103.0,19800000.0,en,"Drama, Comedy",6.6,90500.0
137651,Eric Clapton's Crossroads Guitar Festival 2010,2010-06-26,1000000.0,279.0,100000.0,en,Music,8.8,113.0
138094,Lucy,2014-07-25,458863600.0,89.0,40000000.0,en,"Action, Science Fiction",6.4,543750.0
138307,A Most Violent Year,2014-12-31,12007070.0,124.0,20000000.0,en,"Crime, Drama, Thriller",6.9,78808.0
138309,The Boy Next Door,2015-01-23,52425855.0,91.0,4000000.0,en,Thriller,4.7,46487.0
138310,The Prince,2014-08-22,1289595.0,93.0,18000000.0,en,"Thriller, Action",4.6,19310.0
138311,Regression,2015-10-01,17671101.0,106.0,20000000.0,en,"Horror, Mystery, Thriller",5.6,43102.0
138312,Incarnate,2016-12-01,6341855.0,87.0,5000000.0,en,"Horror, Thriller",5.3,14305.0
138313,Alice Through the Looking Glass,2016-05-25,299457024.0,113.0,170000000.0,en,"Adventure, Family, Fantasy",6.2,125033.0
138434,Run All Night,2015-03-11,71561644.0,114.0,50000000.0,en,"Action, Crime, Thriller",6.6,115983.0
138544,Beyond the Lights,2014-11-14,14600000.0,116.0,7000000.0,en,"Romance, Drama",6.8,17696.0
138570,The Guest,2014-09-05,2700051.0,101.0,5000000.0,en,"Mystery, Thriller, Action",6.7,109427.0
138657,Barefoot,2014-02-02,15071.0,90.0,6000000.0,en,"Comedy, Drama, Romance",6.5,27364.0
138694,The Signal,2014-03-15,2665322.0,97.0,4000000.0,en,"Thriller, Science Fiction",6.0,70176.0
138745,The Babadook,2014-05-22,10300000.0,94.0,2000000.0,en,"Drama, Horror",6.8,252951.0
138780,Rage,2014-05-09,2424381.0,98.0,15000000.0,en,"Action, Crime, Thriller",5.0,25761.0
138890,Ouija,2014-10-24,103600000.0,89.0,5000000.0,en,Horror,4.5,58629.0
138924,"Good Day, Ramon",2013-10-21,5104868.0,119.0,4000000.0,en,Drama,7.6,3022.0
138928,Nightcrawler,2014-10-23,50300000.0,118.0,8500000.0,en,"Crime, Drama, Thriller",7.8,617647.0
139535,Step Up All In,2014-07-16,86165646.0,112.0,45000000.0,en,"Romance, Drama, Music",5.9,36388.0
139536,"Men, Women & Children",2014-10-17,1700000.0,116.0,16000000.0,en,"Drama, Comedy",6.6,34008.0
139538,Poltergeist,2015-05-20,95437994.0,93.0,35000000.0,en,Horror,4.9,62197.0
139596,Alone Yet Not Alone,2013-09-01,887851.0,102.0,7000000.0,en,"History, Action, Drama",4.7,991.0
139692,Hot Tub Time Machine 2,2015-02-20,64800000.0,93.0,36000000.0,en,Comedy,5.0,42254.0
139693,The Lazarus Effect,2015-01-29,64110728.0,83.0,3300000.0,en,"Horror, Science Fiction, Thriller",5.2,46715.0
139865,Laggies,2014-09-25,2379154.0,100.0,5000000.0,en,"Comedy, Drama, Romance",6.4,46129.0
139867,I Origins,2014-07-18,481234.0,106.0,1000000.0,en,"Science Fiction, Drama",7.3,135222.0
139939,Rudderless,2014-10-17,58293.0,105.0,5000000.0,en,"Music, Drama, Comedy",7.4,19612.0
139999,Camp X-Ray,2014-10-17,59744.0,117.0,1000000.0,en,Drama,6.9,43274.0
140011,Happy Christmas,2014-07-25,30312.0,82.0,70000.0,en,"Comedy, Drama",5.4,8897.0
140015,Infinitely Polar Bear,2014-01-18,1430655.0,87.0,6700000.0,en,"Drama, Comedy",6.9,17183.0
140027,Life After Beth,2014-08-15,88273.0,90.0,2400000.0,en,"Romance, Comedy, Horror",5.7,24245.0
140047,The Den,2013-12-12,410129.0,76.0,500000.0,en,"Horror, Thriller, Mystery",6.0,15798.0
140151,The Skeleton Twins,2014-06-05,5300000.0,92.0,1000000.0,en,Drama,6.8,45318.0
140155,Song One,2014-01-20,32251.0,86.0,6000000.0,en,Drama,5.8,10394.0
140157,Whiplash,2014-10-10,50307484.0,107.0,3300000.0,en,"Drama, Music",8.5,1021207.0
140377,The Warning,2012-12-21,500000.0,79.0,500000.0,en,Horror,2.9,446.0
140387,Suffragette,2015-10-16,16002420.0,106.0,14000000.0,en,"Drama, History",6.9,45134.0
140635,Pawn Sacrifice,2015-09-16,5600000.0,115.0,19000000.0,en,"Thriller, Drama",7.0,50266.0
140639,Midnight Special,2016-02-18,7112282.0,112.0,18000000.0,en,"Adventure, Drama, Science Fiction",6.6,84823.0
140694,The King's Daughter,2022-01-21,2200000.0,94.0,40500000.0,en,"Fantasy, Adventure, Family",5.2,6414.0
140696,Strangerland,2015-07-01,111107.0,111.0,10000000.0,en,"Drama, Thriller, Mystery",5.2,10150.0
140714,John Wick,2014-10-22,88761661.0,101.0,20000000.0,en,"Action, Thriller",7.4,755406.0
140724,Kill the Messenger,2014-10-09,5200000.0,112.0,5000000.0,en,"Crime, Drama, Mystery, Thriller",6.9,49129.0
140793,Black Sea,2014-12-05,4070789.0,115.0,8000000.0,en,"Adventure, Drama, Thriller",6.4,41391.0
140810,Every Thing Will Be Fine,2015-04-02,554953.0,118.0,12000000.0,en,Drama,5.5,6511.0
140934,Tusk,2014-09-19,1882074.0,102.0,3000000.0,en,"Comedy, Horror",5.4,65319.0
141049,X-Men: Apocalypse,2016-05-18,543934787.0,144.0,178000000.0,en,"Action, Adventure, Science Fiction, Fantasy",6.8,470830.0
141091,What We Do in the Shadows,2014-06-19,6300000.0,86.0,1600000.0,en,"Comedy, Horror",7.6,203685.0
141132,Clouds of Sils Maria,2014-08-20,1851517.0,124.0,6600000.0,en,Drama,6.8,31552.0
141420,Jessica Simpson: Reality Tour Live,2004-11-23,2303489.0,82.0,500000.0,en,Music,6.7,57.0
141901,Barely Lethal,2015-04-23,933847.0,98.0,15000000.0,en,"Adventure, Comedy, Action, Romance",5.4,23577.0
142139,Hitman: Agent 47,2015-08-20,81967450.0,96.0,35000000.0,en,"Action, Crime, Thriller",5.7,97214.0
142201,If I Stay,2014-08-21,78300000.0,106.0,11000000.0,en,Drama,6.7,129042.0
142463,God's Not Dead,2014-03-21,29789000.0,113.0,17000000.0,en,Drama,4.6,45542.0
142710,The Diary of a Teenage Girl,2015-08-07,1477002.0,102.0,2000000.0,en,"Drama, Romance",6.8,34010.0
142919,The Good Lie,2014-09-10,3396345.0,110.0,20000000.0,en,Drama,7.4,30268.0
142921,Annabelle,2014-10-02,257589952.0,99.0,6500000.0,en,Horror,5.4,178954.0
143039,Far from the Madding Crowd,2015-04-23,30300000.0,119.0,14500000.0,en,"Drama, Romance",7.1,54549.0
143327,Aloft,2014-02-12,53086.0,112.0,8000000.0,en,Drama,5.3,4116.0
143782,A Girl Walks Home Alone at Night,2014-11-21,395000.0,101.0,1000000.0,en,"Horror, Romance",6.9,39270.0
143786,'71,2014-10-10,3200000.0,99.0,11000000.0,en,"Thriller, Action, Drama, War",7.2,61498.0
144052,While We're Young,2015-04-03,17287309.0,97.0,10000000.0,en,"Comedy, Drama",6.3,54190.0
144195,Moms' Night Out,2014-03-25,10429707.0,98.0,5000000.0,en,Comedy,5.3,14582.0
144333,The Wedding Ringer,2015-01-16,79799880.0,101.0,23000000.0,en,Comedy,6.6,81396.0
144554,Midget Zombie Takeover,2013-02-08,10604.0,73.0,2000.0,en,"Horror, Comedy",3.2,144.0
144668,And So It Goes,2014-07-17,25312387.0,94.0,18000000.0,en,"Comedy, Drama, Romance",5.9,15503.0
144708,The Trials of Cate McCall,2013-11-28,249601.0,89.0,7000000.0,en,Drama,6.2,7208.0
144732,Buzzard,2015-03-06,13684.0,97.0,10000.0,en,"Comedy, Drama, Crime, Horror",6.3,2332.0
144760,Black or White,2014-09-06,21571189.0,121.0,9000000.0,en,Drama,6.6,14043.0
144781,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008-02-01,70642966.0,82.0,7000000.0,en,"Documentary, Music",2.7,12203.0
144830,Everest,2015-09-10,203427584.0,121.0,55000000.0,en,"Adventure, Drama, History",7.1,235611.0
144831,Rock the Kasbah,2015-10-22,3020664.0,100.0,15000000.0,en,"Comedy, Music, War",5.5,12841.0
145389,San Andreas,2015-05-27,473990832.0,114.0,110000000.0,en,"Action, Drama, Thriller",6.1,261211.0
145445,Honeymoon,2014-09-12,9318.0,88.0,1000000.0,en,"Horror, Science Fiction",5.7,27744.0
145542,The Lobster,2015-10-15,15700000.0,119.0,4000000.0,en,"Comedy, Drama, Romance",7.1,307041.0
145669,Pitch Perfect 2,2015-05-07,287144079.0,115.0,29000000.0,en,"Comedy, Music",6.4,172399.0
145671,Stung,2015-07-03,71085.0,87.0,2500000.0,en,"Horror, Comedy, Science Fiction",5.1,5306.0
145672,Brick Mansions,2014-04-22,71416730.0,90.0,28000000.0,en,"Action, Crime, Drama",5.6,44514.0
145881,Haunted,2013-03-31,45000.0,93.0,15000.0,en,Horror,2.7,333.0
146023,The November Man,2014-08-27,32600000.0,108.0,15000000.0,en,"Crime, Action, Thriller",6.3,71121.0
146024,Manglehorn,2015-06-03,143101.0,97.0,4000000.0,en,Drama,5.5,8071.0
146266,Escobar: Paradise Lost,2014-10-11,3758328.0,120.0,17000000.0,en,"Thriller, Romance",6.5,23594.0
146469,River of Fundament,2014-02-12,44840.0,310.0,5000000.0,en,"Drama, Fantasy",6.2,343.0
147034,"As Above, So Below",2014-08-14,41900000.0,93.0,5000000.0,en,"Horror, Thriller",6.2,116376.0
147275,Focus,2015-02-25,153962963.0,105.0,50100000.0,en,"Romance, Comedy, Crime",6.6,279422.0
147499,The Water Diviner,2014-12-25,15520023.0,112.0,22500000.0,en,"War, Drama",7.0,78669.0
147505,Danny Collins,2015-03-19,10835752.0,107.0,10000000.0,en,"Music, Comedy, Drama",7.0,33682.0
147529,Paul Blart: Mall Cop 2,2015-04-16,107597242.0,94.0,38000000.0,en,"Action, Comedy, Family",4.4,41879.0
147530,Little Boy,2015-04-23,6500000.0,106.0,20000000.0,en,"Comedy, Drama, War",7.3,24405.0
147637,Point Break,2015-12-03,133782481.0,114.0,105000000.0,en,"Action, Adventure, Crime, Thriller",5.3,66802.0
147639,Get Hard,2015-03-26,111800000.0,100.0,40000000.0,en,Comedy,6.0,148849.0
147737,Time of Her Life,2006-03-03,75000.0,96.0,100000.0,en,"Horror, Mystery, Romance, Fantasy",3.0,249.0
147741,The Intern,2015-09-23,194564672.0,121.0,35000000.0,en,Comedy,7.1,282492.0
147834,Pixels,2015-07-16,244900000.0,105.0,88000000.0,en,"Action, Comedy, Science Fiction",5.6,163203.0
147835,The Darkness,2016-05-13,10900000.0,92.0,4000000.0,en,"Horror, Thriller",4.5,17258.0
147908,Term Life,2016-04-29,21256.0,93.0,16500000.0,en,"Thriller, Drama, Action, Mystery",5.6,8734.0
147913,Goosebumps,2015-08-05,158261424.0,103.0,58000000.0,en,"Adventure, Horror, Comedy",6.3,96618.0
147915,Last Flight,2014-03-21,5900000.0,86.0,10000000.0,en,"Action, Thriller",3.4,356.0
148183,Tulip Fever,2017-07-13,9204549.0,107.0,25000000.0,en,"Drama, Romance",6.2,23318.0
148423,The Damned,2014-06-20,5758519.0,87.0,3000000.0,en,"Thriller, Horror, Mystery",5.2,6777.0
148531,A Monster Calls,2016-10-07,47300000.0,108.0,43000000.0,en,"Drama, Fantasy",7.4,94901.0
148711,Carol,2015-11-20,40272135.0,118.0,11800000.0,en,"Romance, Drama",7.2,144506.0
148719,The Legend of Tarzan,2016-06-29,356743061.0,109.0,180000000.0,en,"Fantasy, Action, Adventure",6.2,191002.0
148731,Alvin and the Chipmunks: The Road Chip,2015-12-17,233755553.0,92.0,90000000.0,en,"Family, Adventure, Comedy, Music, Animation",4.9,23257.0
149190,Bad is Bad,2011-08-06,50000.0,96.0,6000.0,en,"Drama, Thriller, Crime",5.8,437.0
149323,Fantastic Beasts and Where to Find Them,2016-11-16,809342332.0,132.0,180000000.0,en,"Fantasy, Adventure",7.2,514459.0
149592,The Conjuring 2,2016-06-08,322811702.0,134.0,40000000.0,en,Horror,7.3,308379.0
149593,How to Be Single,2016-02-08,112343513.0,110.0,38000000.0,en,"Comedy, Romance",6.1,95612.0
149594,Live by Night,2016-12-25,22700000.0,129.0,90000000.0,en,"Crime, Drama, Thriller",6.4,60299.0
150124,Taken 3,2014-12-16,325800000.0,109.0,48000000.0,en,"Thriller, Action",6.0,206768.0
150254,Incredibles 2,2018-06-14,1242805359.0,118.0,200000000.0,en,"Action, Adventure, Animation, Family",7.5,340080.0
150255,Cars 3,2017-06-15,383925276.0,102.0,175000000.0,en,"Family, Animation, Adventure, Comedy",6.7,128038.0
150685,Black Mass,2015-09-17,99975678.0,123.0,53000000.0,en,"Drama, Crime, History",6.8,195004.0
151009,American Ultra,2015-08-19,27100000.0,96.0,28000000.0,en,"Action, Comedy",6.1,96983.0
151497,Thanks Maa,2010-03-05,2000000.0,120.0,500000.0,en,"Comedy, Drama",8.0,745.0
151842,Mrs. Brown's Boys D'Movie,2014-06-27,23000000.0,94.0,5900000.0,en,Comedy,4.2,5597.0
151994,Insurgent,2015-03-18,297002527.0,119.0,110000000.0,en,"Action, Adventure, Science Fiction, Thriller",6.2,259208.0
151998,Allegiant,2016-03-09,179246868.0,120.0,110000000.0,en,"Adventure, Science Fiction, Action, Mystery",5.7,137285.0
152033,Automata,2014-10-09,6237990.0,110.0,7000000.0,en,"Thriller, Science Fiction",6.0,59882.0
152293,Monster Trucks,2016-12-21,64493915.0,104.0,125000000.0,en,"Action, Comedy, Science Fiction",5.7,19320.0
152512,Shaun the Sheep Movie,2015-02-05,106209378.0,85.0,25000000.0,en,"Family, Animation, Comedy, Adventure",7.3,44071.0
152517,Logan,2017-02-28,619021436.0,137.0,97000000.0,en,"Action, Drama, Science Fiction",8.1,862353.0
152817,Knock Knock,2015-06-26,6341684.0,99.0,10000000.0,en,"Horror, Thriller",4.9,106957.0
153625,Z-Baw,2012-03-16,758000.0,90.0,2950000.0,en,,4.4,37.0
153825,Room,2015-10-16,35401758.0,118.0,13000000.0,en,"Drama, Thriller",8.1,458066.0
153836,The Homesman,2014-05-18,3442853.0,122.0,16000000.0,en,"Western, Drama",6.6,36361.0
153840,Ex Machina,2015-01-21,36869414.0,108.0,15000000.0,en,"Drama, Science Fiction",7.7,603475.0
154133,Magic Mike XXL,2015-07-01,117800000.0,115.0,14800000.0,en,"Comedy, Drama",5.6,61991.0
154323,Wild Card,2015-01-14,6738764.0,92.0,30000000.0,en,"Thriller, Crime, Action",5.6,61041.0
155218,Sisters,2015-12-18,105000000.0,118.0,30000000.0,en,Comedy,6.0,70175.0
155293,The Gunman,2015-02-16,13644292.0,115.0,40000000.0,en,"Action, Drama, Crime",5.8,43708.0
155483,Jem and the Holograms,2015-10-22,2333684.0,119.0,5000000.0,en,"Music, Family, Drama",4.2,8405.0
155489,Pan,2015-09-24,128388320.0,111.0,150000000.0,en,"Fantasy, Adventure, Family, Action",5.7,67737.0
155657,The Theory of Everything,2014-11-26,123726688.0,123.0,15000000.0,en,"Drama, Romance",7.7,487402.0
155921,Grimsby,2016-02-24,28000000.0,83.0,35000000.0,en,"Action, Comedy",6.2,113010.0
156463,London Has Fallen,2016-03-02,205754447.0,99.0,60000000.0,en,"Action, Thriller",5.9,172015.0
156523,The BFG,2016-06-01,195243411.0,117.0,140000000.0,en,"Adventure, Family, Fantasy",6.3,94607.0
156756,The Second Best Exotic Marigold Hotel,2015-02-26,86000000.0,122.0,10000000.0,en,"Drama, Comedy",6.5,36330.0
156991,Captain Underpants: The First Epic Movie,2017-06-01,125427681.0,89.0,38000000.0,en,"Action, Animation, Comedy, Family",6.2,33217.0
157169,For Love or Money,2014-04-01,9960000.0,80.0,500000.0,en,Comedy,6.8,35.0
157307,Pacific Rim: Uprising,2018-03-21,290061297.0,111.0,150000000.0,en,"Action, Fantasy, Science Fiction, Adventure",5.6,129902.0
157327,Hot Pursuit,2015-05-08,51680201.0,87.0,35000000.0,en,"Comedy, Action",5.1,54720.0
157522,Zootopia,2016-02-11,1023784195.0,109.0,150000000.0,en,"Animation, Adventure, Family, Comedy",8.0,560341.0
157808,The Canterville Ghost,2023-09-22,2000000.0,89.0,10000000.0,en,"Animation, Comedy, Family, Fantasy",6.0,1340.0
157895,To Die is Hard,2010-01-01,4549.0,87.0,1500.0,en,"Comedy, Action",5.5,121.0
158162,A Hologram for the King,2016-04-22,9169507.0,97.0,30000000.0,en,"Comedy, Drama",6.1,47993.0
158385,It Follows,2015-02-04,23374076.0,101.0,2300000.0,en,"Horror, Mystery",6.8,277272.0
158533,"Hail, Caesar!",2016-02-05,63647656.0,106.0,22000000.0,en,"Comedy, Crime, Mystery",6.3,144662.0
158680,Parts Per Billion,2014-03-25,15000000.0,98.0,1300000.0,en,Science Fiction,4.3,2204.0
158794,Skiptrace,2016-07-21,58500000.0,107.0,32000000.0,en,"Action, Comedy, Thriller, Mystery",5.6,22696.0
158941,Falcon Rising,2014-09-05,11774.0,103.0,4500000.0,en,"Adventure, Action",5.8,9416.0
158949,Penguins of Madagascar,2014-11-22,373552094.0,92.0,132000000.0,en,"Family, Animation, Adventure, Comedy",6.6,104749.0
159103,Captain America: Civil War,2016-04-27,1155046416.0,147.0,250000000.0,en,"Adventure, Action, Science Fiction",7.8,866737.0
159312,United Passions,2014-06-19,168832.0,110.0,30000000.0,en,Drama,2.1,4451.0
159374,Beyond Skyline,2017-10-20,992181.0,105.0,14000000.0,en,"Action, Science Fiction, Adventure",5.3,23767.0
159628,Suite Française,2015-03-12,9104716.0,103.0,15000000.0,en,"Drama, Romance, War",7.0,29064.0
159663,Love & Mercy,2015-05-29,28600000.0,120.0,10000000.0,en,"Drama, Music, History",7.4,43234.0
159667,Trainwreck,2015-07-17,140795793.0,125.0,35000000.0,en,"Comedy, Romance",6.2,143900.0
159881,Ben-Hur,2016-08-17,94061311.0,125.0,100000000.0,en,"Action, History, Adventure, Drama",5.7,47323.0
160477,Black Rose,2014-04-17,855450.0,83.0,7000000.0,en,"Action, Crime, Drama, Thriller",2.8,2676.0
160552,The DUFF,2015-02-20,43528634.0,100.0,8500000.0,en,"Romance, Comedy",6.4,103063.0
160722,Max,2015-06-26,44000000.0,111.0,20000000.0,en,"Adventure, Drama, Family",6.6,28572.0
161049,The Hateful Eight,2015-12-25,155760117.0,188.0,44000000.0,en,"Drama, Mystery, Western",7.8,672163.0
161221,Scouts Guide to the Zombie Apocalypse,2015-10-23,14900000.0,93.0,15000000.0,en,"Comedy, Horror",6.3,56724.0
161225,Sicario,2015-09-17,84997446.0,122.0,30000000.0,en,"Action, Crime, Thriller",7.7,488889.0
161306,VeggieTales: The Ballad of Little Joe,2003-08-17,352571.0,35.0,352571.0,en,"Family, Animation, Adventure, Western, Drama, Comedy, Fantasy",7.2,482.0
161579,Selma,2014-12-25,66787908.0,127.0,20000000.0,en,"History, Drama",7.5,96180.0
161582,Stonewall,2015-09-18,187674.0,129.0,13500000.0,en,"Drama, History",5.4,4529.0
161831,Daddy's Home,2015-12-25,242786137.0,96.0,50000000.0,en,Comedy,6.2,130470.0
161839,Buddha Wild: Monk in a Hut,2008-04-16,275000.0,60.0,25000.0,en,"Adventure, Comedy, Documentary, Family",5.6,155.0
162123,Joy,2015-12-24,101134059.0,124.0,60000000.0,en,"Drama, Comedy",6.6,147216.0
162471,The Last Witch Hunter,2015-10-21,146936910.0,106.0,90000000.0,en,"Fantasy, Action, Adventure, Horror",5.9,111181.0
162472,Geostorm,2017-10-12,221600160.0,109.0,120000000.0,en,"Action, Science Fiction, Thriller",5.3,121748.0
162474,King Arthur: Legend of the Sword,2017-05-10,148700000.0,126.0,175000000.0,en,"Action, Drama, Fantasy",6.7,236085.0
162479,The Lego Ninjago Movie,2017-09-21,123081555.0,101.0,70000000.0,en,"Family, Animation, Action, Adventure, Comedy",6.0,30792.0
162485,Passengers,2016-12-21,303144152.0,116.0,110000000.0,en,"Drama, Romance, Science Fiction",7.0,460011.0
162854,The Penguins of Madagascar: Operation Antarctica,2012-01-16,1000000.0,93.0,30000.0,en,"Comedy, Animation",7.5,105.0
163126,Ricki and the Flash,2015-07-10,41325328.0,100.0,18000000.0,en,"Comedy, Drama, Music",6.0,25101.0
163309,Scherzi - Il film,2014-06-08,450.0,96.0,2700.0,en,"Horror, Thriller, Mystery",7.7,18.0
164260,Norm of the North,2016-01-14,17062499.0,86.0,7000000.0,en,"Adventure, Animation, Comedy, Family",3.4,10257.0
164262,Legend,2015-09-09,42972994.0,132.0,25000000.0,en,"Crime, Thriller",6.9,207054.0
164273,America: Imagine the World Without Her,2014-07-02,14444502.0,103.0,5000000.0,en,Documentary,5.0,7078.0
164533,Straight Outta Compton,2015-08-11,201634991.0,147.0,28000000.0,en,"Drama, Music, History",7.8,221929.0
164948,Unfriended,2014-10-22,62900000.0,82.0,1000000.0,en,"Horror, Mystery, Thriller",5.6,82870.0
165085,Moana,2016-10-13,690860472.0,107.0,150000000.0,en,"Adventure, Comedy, Family, Animation",7.6,390829.0
165375,Ice Age: Collision Course,2016-06-23,408579038.0,95.0,105000000.0,en,"Adventure, Animation, Family, Comedy",5.7,77571.0
165470,The Dead Walk,2008-06-06,1200000.0,90.0,50000.0,en,Horror,6.1,45.0
